code_2008,libelle_2008,code_2025,libelle_2025,type_correspondance,type_officiel,contenu_commun,source_url,source_reference
01.11Z,"Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses",01.11Y,"Culture de céréales, à l’exception du riz, de légumineuses et de graines oléagineuses",1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.12Z,Culture du riz,01.12Y,Culture du riz,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.13Z,"Culture de légumes, de melons, de racines et de tubercules",01.13Y,"Culture de légumes, de melons, de racines et de tubercules",n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.14Z,Culture de la canne à sucre,01.14Y,Culture de la canne à sucre,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.15Z,Culture du tabac,01.15Y,Culture du tabac,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.16Z,Culture de plantes à fibres,01.16Y,Culture de plantes à fibres,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.19Z,Autres cultures non permanentes,01.13Y,"Culture de légumes, de melons, de racines et de tubercules",n↔n,Multiple,"- la culture de racines et de tubercules, par exemple : les rutabagas et les betteraves fourragères",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.19Z,Autres cultures non permanentes,01.19Y,Autres cultures non permanentes,1→n,Multiple,"- la culture de trèfle, de luzerne, de sainfoin, de maïs, de lupin, d'autres graminées, de choux fourragers et de produits fourragers similaires - la culture de semences de betteraves et de semences de plantes fourragères - la culture de fleurs - la coupe de fleurs et de boutons floraux - la culture de semences de fleurs - la culture de fleurs vivaces et d'autres plantes ornementales",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.21Z,Culture de la vigne,01.21Y,Culture de la vigne,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.22Z,Culture de fruits tropicaux et subtropicaux,01.22Y,Culture de fruits tropicaux et subtropicaux,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.23Z,Culture d'agrumes,01.23Y,Culture d’agrumes,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.24Z,Culture de fruits à pépins et à noyau,01.24Y,Culture de fruits à pépins et à noyau,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.25Z,Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque,01.25Y,Culture d’autres fruits d’arbres ou d’arbustes et de fruits à coque,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.26Z,Culture de fruits oléagineux,01.26Y,Culture de fruits oléagineux,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.27Z,Culture de plantes à boissons,01.27Y,Culture de plantes à boissons,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.28Z,"Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques",01.13Y,"Culture de légumes, de melons, de racines et de tubercules",n↔n,Multiple,"- la culture de piments, de poivrons (Capsicum spp.)",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.28Z,"Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques",01.28Y,"Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques",1→n,Multiple,"- la culture d'épices et de plantes aromatiques vivaces et non vivaces : • poivre (Piper spp.) • noix de muscade, macis et cardamome • anis, badiane et fenouil en tant qu'épices ou plantes aromatiques • cannelle (Canella) • clous de girofle • gingembre • vanille • houblon • carvi - la culture de drogues et de stupéfiants - le séchage au soleil d'épices et de plantes aromatiques, médicinales et pharmaceutiques lorsqu'il est associé à la culture de ces plantes",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.29Z,Autres cultures permanentes,01.29Y,Autres cultures permanentes,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.30Z,Reproduction de plantes,01.30Y,Reproduction de plantes,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.41Z,Élevage de vaches laitières,01.41Y,Élevage de vaches laitières,n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.42Z,Élevage d'autres bovins et de buffles,01.41Y,Élevage de vaches laitières,n↔n,Multiple,- la production de sperme bovin de races laitières,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.42Z,Élevage d'autres bovins et de buffles,01.42Y,Élevage d’autres bovins et de buffles,1→n,Multiple,- l'élevage et la reproduction de bovins et de buffles pour la viande - la production de semence bovine de races à viande,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.43Z,Élevage de chevaux et d'autres équidés,01.43Y,Élevage de chevaux et d’autres équidés,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.44Z,Élevage de chameaux et d'autres camélidés,01.44Y,Élevage de chameaux et d’autres camélidés,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.45Z,Élevage d'ovins et de caprins,01.45Y,Élevage d’ovins et de caprins,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.46Z,Élevage de porcins,01.46Y,Élevage de porcins,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.47Z,Élevage de volailles,01.47Y,Élevage de volailles,n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.49Z,Élevage d'autres animaux,01.47Y,Élevage de volailles,n↔n,Multiple,"- l'élevage et la reproduction de volailles, par exemple : cailles, autruches",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.49Z,Élevage d'autres animaux,01.48G,Apiculture,1→n,Multiple,"- l’apiculture, la production de sous-produits de l'abeille (par exemple, miel, cire d'abeille, propolis, venin d'abeille ou nid d'abeille), la multiplication d'abeilles pour la vente",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.49Z,Élevage d'autres animaux,01.48H,Élevage d'autres animaux destinés à la consommation,1→n,Multiple,"- l'élevage et la reproduction d'animaux semi-domestiqués ou d'autres animaux vivants, destinés à la consommation, par exemple : • lapins de chair • gibier élevé en captivité • exploitation de fermes d'élevage d'escargots terrestres • insectes pour consommation",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.49Z,Élevage d'autres animaux,01.48J,Élevage d'animaux de compagnie et d'autres animaux n.c.a.,n↔n,Multiple,"- l'élevage et la reproduction d'animaux semi-domestiqués ou d'autres animaux vivants : • insectes (hors abeilles) • animaux élevés pour leur fourrure - la production de peaux d'oiseaux provenant de l'élevage en ranch ou de peaux provenant de l'élevage de reptiles, par exemple de serpents et de tortues - l'élevage et la reproduction de reptiles, à l'exception des crocodiles - l’exploitation de fermes d'élevage de vers terrestres - l'élevage de vers à soie, la production de cocons de vers à soie - l'élevage et la reproduction d'animaux de compagnie (à l'exception des poissons), par exemple : • chats et chiens • oiseaux, par exemple perruches • hamsters",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.50Z,Culture et élevage associés,01.50Y,Culture et élevage associés,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.61Z,Activités de soutien aux cultures,01.61Y,Activités de soutien aux cultures,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.62Z,Activités de soutien à la production animale,01.47Y,Élevage de volailles,n↔n,Multiple,- l’éclosion automatisée des œufs pour la volaille,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.62Z,Activités de soutien à la production animale,01.62Y,Activités de soutien à la production animale,1→n,Multiple,"- les activités de production animale sur la base d'une rémunération ou d'un contrat : • activités visant à promouvoir la multiplication, la croissance et la production des animaux • services de contrôle des troupeaux, services de conduite de troupeaux, services d'élevage, caponnisation des volailles, nettoyage des poulaillers, etc. • activités liées à l'insémination artificielle • services de reproduction • tonte des moutons • services de pension et de soins pour les animaux de ferme",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.63Z,Traitement primaire des récoltes,01.63Y,Traitement primaire des récoltes et traitement des semences,n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.64Z,Traitement des semences,01.63Y,Traitement primaire des récoltes et traitement des semences,n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
01.70Z,"Chasse, piégeage et services annexes",01.70Y,"Chasse, piégeage et activités de service connexes",1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
02.10Z,Sylviculture et autres activités forestières,02.10Y,Sylviculture et autres activités forestières,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
02.20Z,Exploitation forestière,02.20Y,Exploitation forestière,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
02.30Z,Récolte de produits forestiers non ligneux poussant à l'état sauvage,02.30Y,Récolte de produits forestiers non ligneux poussant à l’état sauvage,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
02.40Z,Services de soutien à l'exploitation forestière,02.40Y,Activités de soutien à l’exploitation forestière,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
03.11Z,Pêche en mer,03.11Y,Pêche en mer,1→n,Multiple,"- la pêche à des fins commerciales dans les eaux océaniques et côtières - la capture de crustacés et de mollusques marins - la chasse à la baleine - la capture d'animaux aquatiques marins, par exemple : tortues, ascidies, tuniciers, oursins - la collecte d'autres organismes et matériaux marins : perles naturelles, éponges, coraux, goémons, algues, etc.",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
03.11Z,Pêche en mer,03.30Y,Activités de soutien à la pêche et l’aquaculture,n↔n,Multiple,"- les activités de service liées à la pêche en mer, par exemple : les autres activités de soutien à la pêche non citées ailleurs - le contrôle de la pêche maritime (garde-pêche)",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
03.12Z,Pêche en eau douce,03.12Y,Pêche en eau douce,1→n,Multiple,- la pêche à des fins commerciales dans les eaux douces - la capture de crustacés et de mollusques d'eau douce - le prélèvement d'animaux aquatiques d'eau douce - la collecte de matériaux d'eau douce - la collecte d'autres organismes d'eau douce : algues et plantes aquatiques,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
03.12Z,Pêche en eau douce,03.30Y,Activités de soutien à la pêche et l’aquaculture,n↔n,Multiple,"- les activités de service liées à la pêche en eau douce, par exemple : autres activités de soutien à la pêche n.c.a. - le contrôle de la pêche en eau douce (garde-pêche)",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
03.21Z,Aquaculture en mer,03.21Y,Aquaculture en mer,1→n,Multiple,"- la pisciculture en eau de mer, y compris l'élevage de poissons d'ornement marins - la production de naissains de bivalves (huîtres, moules, etc.), de langoustes, de post-larves de crevettes, d'alevins et de fingerlings de poissons - la culture d'algues marines - l'élevage de crustacés, de bivalves, d'autres mollusques et d'autres animaux aquatiques dans l'eau de mer - les activités d'aquaculture en eaux saumâtres - les activités d'aquaculture terrestre dans des réservoirs et des bassins remplis d'eau salée - l'exploitation d'écloseries de poissons marins et d'élevages de vers marins - la culture de microalgues marines",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
03.21Z,Aquaculture en mer,03.30Y,Activités de soutien à la pêche et l’aquaculture,n↔n,Multiple,"- les activités de service liées à l'aquaculture marine, par exemple : les autres activités de soutien à l'aquaculture non citées ailleurs - le contrôle de l'aquaculture marine",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
03.22Z,Aquaculture en eau douce,01.48J,Élevage d'animaux de compagnie et d'autres animaux n.c.a.,n↔n,Multiple,- l’élevage des reptiles aquatiques (d'eau douce ou d'eau salée),https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
03.22Z,Aquaculture en eau douce,03.22Y,Aquaculture en eau douce,1→n,Multiple,"- la pisciculture en eau douce, y compris l'élevage de poissons d'ornement d'eau douce - l'élevage de crustacés, de bivalves, d'autres mollusques et d'autres animaux aquatiques, en eau douce - l'exploitation d'écloseries (en eau douce) - l'élevage de grenouilles - la culture d'algues (comestibles ou non), en eau douce - la culture de microalgues d'eau douce",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
03.22Z,Aquaculture en eau douce,03.30Y,Activités de soutien à la pêche et l’aquaculture,n↔n,Multiple,"- les activités de service liées à l'aquaculture en eau douce, par exemple : les autres activités de soutien à l'aquaculture non citées ailleurs - le contrôle de l'aquaculture en eau douce",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
05.10Z,Extraction de houille,05.10Y,Extraction de houille,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
05.20Z,Extraction de lignite,05.20Y,Extraction de lignite,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
06.10Z,Extraction de pétrole brut,06.10Y,Extraction de pétrole brut,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
06.20Z,Extraction de gaz naturel,06.20Y,Extraction de gaz naturel,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
07.10Z,Extraction de minerais de fer,07.10Y,Extraction de minerais de fer,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
07.21Z,Extraction de minerais d'uranium et de thorium,07.21Y,Extraction de minerais d’uranium et de thorium,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
07.29Z,Extraction d'autres minerais de métaux non ferreux,07.29Y,Extraction d’autres minerais de métaux non ferreux,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
08.11Z,"Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise",08.11Y,"Extraction de pierres ornementales, de calcaire industriel, de gypse, d’ardoise et d’autres pierres",1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
08.12Z,"Exploitation de gravières et sablières, extraction d’argiles et de kaolin",08.12Y,"Exploitation de gravières et sablières, extraction d’argiles et de kaolin",1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
08.91Z,Extraction des minéraux chimiques et d'engrais minéraux,08.91Y,Extraction de minéraux chimiques et d’engrais minéraux,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
08.92Z,Extraction de tourbe,08.92Y,Extraction de tourbe,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
08.93Z,Production de sel,08.93Y,Production de sel,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
08.99Z,Autres activités extractives n.c.a.,08.99Y,Autres activités extractives n.c.a.,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
09.10Z,Activités de soutien à l'extraction d'hydrocarbures,09.10Y,Activités de soutien à l’extraction d’hydrocarbures,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
09.90Z,Activités de soutien aux autres industries extractives,09.90Y,Activités de soutien aux autres industries extractives,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
10.11Z,Transformation et conservation de la viande de boucherie,10.11Y,"Transformation et conservation de la viande, à l’exception de la viande de volaille",1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
10.12Z,Transformation et conservation de la viande de volaille,10.12Y,Transformation et conservation de la viande de volaille,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
10.13A,Préparation industrielle de produits à base de viande,10.13G,Préparation industrielle de produits à base de viande,1→n,Multiple,"à l’exception des produits à base d’insectes et du foie gras préparés, le contenu de la sous-classe NAF rév. 2 est entièrement couvert par la sous-classe NAF 2025 en correspondance, à savoir : - la préparation industrielle de produits à base de viande (à l’exception des insectes et du foie gras préparés) , non associée à la vente au détail",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
10.13A,Préparation industrielle de produits à base de viande,10.13H,Préparation de produits à base de viande associée à leur vente au détail,n↔n,Multiple,"- la préparation, associée à la vente au détail, de foies gras préparés",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
10.13A,Préparation industrielle de produits à base de viande,10.89Y,Fabrication d’autres produits alimentaires n.c.a.,n↔n,Multiple,- la fabrication de farines d'insectes et d'autres préparations à base d'insectes,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
10.13B,Charcuterie,10.13H,Préparation de produits à base de viande associée à leur vente au détail,n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
10.20Z,"Transformation et conservation de poisson, de crustacés et de mollusques",10.20Y,"Transformation et conservation de poisson, de crustacés et de mollusques",1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
10.31Z,Transformation et conservation de pommes de terre,10.31Y,Transformation et conservation de pommes de terre,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
10.32Z,Préparation de jus de fruits et légumes,10.32Y,Préparation de jus de fruits et légumes,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
10.39A,Autre transformation et conservation de légumes,10.39G,Autre transformation et conservation de légumes,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
10.39B,Transformation et conservation de fruits,10.39H,Autre transformation et conservation de fruits,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
10.41A,Fabrication d'huiles et graisses brutes,10.41Y,Fabrication d’huiles et graisses,n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
10.41B,Fabrication d'huiles et graisses raffinées,10.41Y,Fabrication d’huiles et graisses,n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
10.42Z,Fabrication de margarine et graisses comestibles similaires,10.42Y,Fabrication de margarine et graisses comestibles similaires,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
