code_2008,libelle_2008,code_2025,libelle_2025,type_correspondance,type_officiel,contenu_commun,source_url,source_reference
26.30Z,Fabrication d'équipements de communication,26.30Y,Fabrication d’équipements de communication,1→n,Multiple,"- la fabrication d'équipements de commutation de bureau central - la fabrication de téléphones sans fil - la fabrication d'équipements d'autocommutateur privé (PBX) - la fabrication d'équipements téléphoniques et de télécopie, y compris les répondeurs téléphoniques - la fabrication d'équipements de communication de données, tels que les ponts, les routeurs et les passerelles - la fabrication d'antennes d'émission et de réception - la fabrication d'équipements de télévision par câble - la fabrication de téléavertisseurs - la fabrication de téléphones mobiles - la fabrication d'équipements de communication mobile - la fabrication de matériel de studio et de diffusion pour la radio et la télévision, y compris les caméras de télévision - la fabrication de modems, d'équipements porteurs - la fabrication d'émetteurs de radio et de télévision - la fabrication de dispositifs de communication utilisant un signal infrarouge (par exemple, les télécommandes) - la fabrication de montres intelligentes",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
26.30Z,Fabrication d'équipements de communication,26.51Y,"Fabrication d’instruments et d’appareils de mesure, d’essai et de navigation",n↔n,Multiple,"- la fabrication de systèmes d'alarme contre le vol et l'incendie, envoyant des signaux à une station de contrôle",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
26.40Z,Fabrication de produits électroniques grand public,26.40Y,Fabrication de produits électroniques grand public,n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
26.51A,Fabrication d'équipements d'aide à la navigation,26.51Y,"Fabrication d’instruments et d’appareils de mesure, d’essai et de navigation",n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
26.51B,Fabrication d'instrumentation scientifique et technique,26.51Y,"Fabrication d’instruments et d’appareils de mesure, d’essai et de navigation",n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
26.52Z,Horlogerie,26.52Y,Horlogerie,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
26.60Z,"Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques",26.60Y,"Fabrication d’équipements d’irradiation médicale, d’équipements électromédicaux et électrothérapeutiques",n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
26.70Z,Fabrication de matériels optique et photographique,26.70Y,Fabrication de matériels optique et photographique et de supports magnétiques et optiques,n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
26.80Z,Fabrication de supports magnétiques et optiques,26.70Y,Fabrication de matériels optique et photographique et de supports magnétiques et optiques,n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
27.11Z,"Fabrication de moteurs, génératrices et transformateurs électriques",27.11Y,"Fabrication de moteurs, génératrices et transformateurs électriques",n↔n,Multiple,"- la fabrication de moteurs électriques, sauf pour les véhicules à moteur - la fabrication de transformateurs de distribution électriques - la fabrication de transformateurs pour le soudage à l'arc - la fabrication de ballasts pour lampes ou tubes à décharge (c'est-à-dire de transformateurs) - la fabrication de transformateurs de sous-station pour la distribution de l'énergie électrique - la fabrication de régulateurs de tension de transmission et de distribution - la fabrication d'onduleurs, de redresseurs et de convertisseurs - la fabrication d'actionneurs linéaires électriques - la fabrication de générateurs de puissance (à l'exception des alternateurs de charge de batterie pour les moteurs à combustion interne) - la fabrication de groupes électrogènes à moteur (à l'exception des groupes électrogènes à turbine) - le rebobinage d'induits en usine - la fabrication de générateurs solaires pouvant être utilisés directement pour alimenter, par exemple, un moteur ou un électrolyseur",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
27.11Z,"Fabrication de moteurs, génératrices et transformateurs électriques",29.10Y,Construction de véhicules automobiles,n↔n,Multiple,"- la fabrication de moteurs pour véhicules automobiles, y compris les moteurs électriques",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
27.12Z,Fabrication de matériel de distribution et de commande électrique,27.11Y,"Fabrication de moteurs, génératrices et transformateurs électriques",n↔n,Multiple,- la fabrication de groupes électrogènes de puissance (à l'exception des groupes électrogènes à turbine),https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
27.12Z,Fabrication de matériel de distribution et de commande électrique,27.12Y,Fabrication de matériel de distribution et de commande électrique,1→n,Multiple,"- la fabrication de disjoncteurs de puissance - la fabrication de parasurtenseurs (pour la tension au niveau de la distribution) - la fabrication de tableaux de commande pour la distribution de l'énergie électrique - la fabrication de relais électriques - la fabrication de gaines pour tableaux électriques - la fabrication de fusibles électriques - la fabrication de matériel de commutation de puissance - la fabrication d'interrupteurs électriques (à l'exception des interrupteurs à bouton-poussoir, à bouton-pression, à solénoïde et à culbuteur)",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
27.20Z,Fabrication de piles et d'accumulateurs électriques,27.20Y,Fabrication de piles et d’accumulateurs électriques,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
27.31Z,Fabrication de câbles de fibres optiques,27.31Y,Fabrication de câbles de fibres optiques,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
27.32Z,Fabrication d'autres fils et câbles électroniques ou électriques,27.32Y,Fabrication d’autres fils et câbles électroniques ou électriques,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
27.33Z,Fabrication de matériel d'installation électrique,27.33Y,Fabrication de matériel d’installation électrique,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
27.40Z,Fabrication d'appareils d'éclairage électrique,27.40Y,Fabrication d’appareils d’éclairage,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
27.51Z,Fabrication d'appareils électroménagers,27.51Y,Fabrication d’appareils électroménagers,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
27.52Z,Fabrication d'appareils ménagers non électriques,27.52Y,Fabrication d’appareils ménagers non électriques,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
27.90Z,Fabrication d'autres matériels électriques,27.11Y,"Fabrication de moteurs, génératrices et transformateurs électriques",n↔n,Multiple,"- la fabrication d'onduleurs et d'appareils de redressement à semi-conducteurs - la fabrication d'onduleurs, de redresseurs et de convertisseurs",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
27.90Z,Fabrication d'autres matériels électriques,27.90Y,Fabrication d’autres matériels électriques,n↔n,Multiple,"- la fabrication de matériel électrique divers autre que les moteurs, les générateurs et les transformateurs, les piles et les accumulateurs, les fils et les dispositifs de câblage, le matériel d'éclairage ou les appareils ménagers - la fabrication de chargeurs de batterie à semi-conducteurs - la fabrication de dispositifs d'ouverture et de fermeture de portes, électriques - la fabrication de cloches électriques - la fabrication de rallonges électriques à partir de fils isolés achetés - la fabrication d'appareils de nettoyage à ultrasons (à l'exception des appareils de laboratoire et des appareils dentaires) - la fabrication de lits de bronzage - la fabrication de piles à combustible, d'alimentations électriques régulées et non régulées - la fabrication d'alimentations sans coupure (UPS) - la fabrication de parasurtenseurs (sauf pour la tension de distribution) - la fabrication de cordons d'appareils, de rallonges et d'autres ensembles de cordons électriques avec fils isolés et connecteurs - la fabrication d'électrodes, de contacts et d'autres produits électriques en carbone et en graphite - la fabrication d'accélérateurs de particules - la fabrication de condensateurs électriques, de résistances, de condensateurs et de composants similaires - la fabrication d'électro-aimants - la fabrication de sirènes - la fabrication de tableaux d'affichage électroniques - la fabrication d'enseignes électriques - la fabrication d'équipements de signalisation électrique tels que les feux de circulation et les équipements de signalisation pour piétons - la fabrication d'isolateurs électriques (à l'exception du verre ou de la porcelaine) - la fabrication de matériel électrique de soudage et de brasage, y compris les fers à souder portatifs - la fabrication de chargeurs embarqués pour véhicules automobiles - la fabrication de câbles assemblés, munis de connecteurs - la fabrication d'installations de recharge pour voitures",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
27.90Z,Fabrication d'autres matériels électriques,29.31Y,Fabrication d’équipements électriques et électroniques automobiles,n↔n,Multiple,- la fabrication de modules d'onduleurs et de piles à combustible pour les voitures,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
27.90Z,Fabrication d'autres matériels électriques,32.99Y,Autres activités manufacturières n.c.a.,n↔n,Multiple,- la fabrication de cigarettes électroniques (vapes),https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.11Z,"Fabrication de moteurs et turbines, à l'exception des moteurs d’avions et de véhicules",28.11Y,"Fabrication de moteurs et turbines, à l’exception des moteurs d’avions et de véhicules",1→n,Multiple,"- la fabrication de moteurs à piston à combustion interne, à l'exception des moteurs pour véhicules automobiles, pour avions et pour cycles : • moteurs marins • moteurs ferroviaires - la fabrication de pièces pouvant être utilisées uniquement ou principalement avec des moteurs à combustion interne, par exemple pistons, segments de piston, carburateurs et autres pour les moteurs à combustion interne, les moteurs diesel, à l'exception des véhicules à moteur - la fabrication de soupapes d'admission et d'échappement pour les moteurs à combustion interne - la fabrication de turbines et de leurs pièces : • turbines à vapeur et autres turbines à vapeur • turbines hydrauliques, roues à aubes et leurs régulateurs • turbines et moulins à vent • turbines à gaz, à l'exception des turboréacteurs et des turbopropulseurs pour la propulsion des avions - la fabrication d'ensembles chaudière-turbine - la fabrication de groupes turbines-générateurs, composés d'une turbine et d'un générateur montés ensemble - la fabrication de moteurs à usage industriel - la révision en usine de moteurs de navires et de bateaux",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.11Z,"Fabrication de moteurs et turbines, à l'exception des moteurs d’avions et de véhicules",29.32Y,Fabrication d’autres équipements automobiles,n↔n,Multiple,"- la fabrication de pistons, de segments de piston et de carburateurs pour véhicules automobiles",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.11Z,"Fabrication de moteurs et turbines, à l'exception des moteurs d’avions et de véhicules",30.91Y,Fabrication de motocycles,n↔n,Multiple,"- la fabrication de pistons, de segments de piston et de carburateurs pour motocycles",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.12Z,Fabrication d'équipements hydrauliques et pneumatiques,28.12Y,Fabrication d’équipements de transmission de puissance hydrauliques et pneumatiques,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.13Z,Fabrication d'autres pompes et compresseurs,28.13G,Fabrication d'autres pompes,1→n,Multiple,- la fabrication d'autres pompes,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.13Z,Fabrication d'autres pompes et compresseurs,28.13H,Fabrication d'autres compresseurs,1→n,Multiple,- la fabrication d'autres compresseurs,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.14Z,Fabrication d'autres articles de robinetterie,28.14Y,Fabrication d’autres articles de robinetterie,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.15Z,Fabrication d'engrenages et d'organes mécaniques de transmission,28.15Y,Fabrication de roulements et de transmissions mécaniques,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.21Z,Fabrication de fours et brûleurs,28.21Y,Fabrication de fours et brûleurs et d’équipements fixes de chauffage domestique,n↔n,Multiple,"- la fabrication de fours électriques et d'autres fours industriels et de laboratoire, y compris les incinérateurs - la fabrication de brûleurs pour fours - la fabrication de chauffe-eau solaires et d'équipements similaires - la fabrication d'équipements domestiques de refroidissement et de ventilation - la fabrication de fourneaux mécaniques, de grilles, d'évacuateurs de cendres, etc. - la fabrication de pompes à chaleur généralement non réversibles (ne fonctionnant que dans un sens), principalement utilisées pour le chauffage des locaux ou pour la production d'eau chaude sanitaire",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.21Z,Fabrication de fours et brûleurs,28.25Y,Fabrication d’équipements aérauliques et frigorifiques industriels,n↔n,Multiple,- la fabrication de pompes à chaleur réversibles dotées d'un ventilateur motorisé et de dispositifs permettant de modifier la température et l'humidité de l'air,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.22Z,Fabrication de matériel de levage et de manutention,28.22Y,Fabrication de matériel de levage et de manutention,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.23Z,Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques),26.20Y,Fabrication d’ordinateurs et d’équipements périphériques,n↔n,Multiple,- la fabrication de cartouches de toner,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.23Z,Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques),28.23Y,Fabrication de machines et d’équipements de bureau (à l’exception des ordinateurs et équipements périphériques),1→n,Multiple,"- la fabrication de machines à calculer - la fabrication de caisses enregistreuses - la fabrication de calculatrices - la fabrication de machines à affranchir, de machines à traiter le courrier (machines à mettre sous enveloppe, à cacheter et à adresser ; machines à ouvrir, à trier, à scanner) - la fabrication de machines à écrire et de machines à sténographier - la fabrication de matériel de reliure de bureau (par exemple, reliure plastique ou à bande) - la fabrication de machines à trier, à compter et à emballer les pièces de monnaie - la fabrication de machines à tailler les crayons - la fabrication de machines à agrafer - la fabrication de machines à voter - la fabrication de distributeurs de ruban adhésif - la fabrication de perforateurs - la fabrication de photocopieuses - la fabrication de tableaux noirs, de tableaux blancs et de tableaux de marquage avec surfaces d'écriture ou de dessin - la fabrication de machines à dicter",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.24Z,Fabrication d'outillage portatif à moteur incorporé,28.24Y,Fabrication d’outillage portatif à moteur incorporé,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.25Z,Fabrication d'équipements aérauliques et frigorifiques industriels,28.25Y,Fabrication d’équipements aérauliques et frigorifiques industriels,n↔n,Multiple,"- la fabrication de matériel de réfrigération ou de congélation à usage non domestique - la fabrication de machines de conditionnement d'air, sauf pour véhicules à moteur - la fabrication de ventilateurs à usage non domestique - la fabrication d'unités d'échange de chaleur - la fabrication de machines à liquéfier l'air ou d'autres gaz - la fabrication de ventilateurs de grenier, par exemple de ventilateurs de pignon, de ventilateurs de toit - la fabrication d'évaporateurs et de condenseurs pour réfrigérateurs non domestiques",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.25Z,Fabrication d'équipements aérauliques et frigorifiques industriels,29.32Y,Fabrication d’autres équipements automobiles,n↔n,Multiple,- la fabrication de climatiseurs pour véhicules automobiles,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.29A,"Fabrication d'équipements d'emballage, de conditionnement et de pesage",28.29Y,Fabrication de machines diverses d’usage général,n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.29B,Fabrication d'autres machines d'usage général,28.29Y,Fabrication de machines diverses d’usage général,n↔n,Multiple,"à l’exception de la fabrication de machines pour la filtration ou la purification des boissons, tout le contenu de la sous-classe NAF rév. 2",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.29B,Fabrication d'autres machines d'usage général,28.93Y,Fabrication de machines pour l’industrie agro-alimentaire,n↔n,Multiple,- la fabrication de machines pour la filtration ou la purification des boissons,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.30Z,Fabrication de machines agricoles et forestières,28.30Y,Fabrication de machines agricoles et forestières,n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.41Z,Fabrication de machines-outils pour le travail des métaux,28.41Y,Fabrication de machines-outils pour le formage et le travail des métaux,n↔n,Multiple,"à l’exception de la fabrication additive par dépôt de métal, tout le contenu de la sous-classe NAF rév. 2",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.41Z,Fabrication de machines-outils pour le travail des métaux,28.97Y,Fabrication de machines de fabrication additive,n↔n,Multiple,- la fabrication additive par dépôt de métal,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.49Z,Fabrication d'autres machines-outils,27.90Y,Fabrication d’autres matériels électriques,n↔n,Multiple,- la fabrication de machines de galvanoplastie,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.49Z,Fabrication d'autres machines-outils,28.41Y,Fabrication de machines-outils pour le formage et le travail des métaux,n↔n,Multiple,"- la fabrication de machines à limer, de riveteuses, de coupeuses de tôle",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.49Z,Fabrication d'autres machines-outils,28.42Y,Fabrication d’autres machines-outils,1→n,Multiple,"- la fabrication de machines-outils pour le travail du bois, du liège, de l'os, de la pierre, du caoutchouc dur, du plastique dur, de la céramique, du béton, du verre froid ou de matériaux non métalliques durs similaires - la fabrication de porte-pièces pour machines-outils - la fabrication de têtes de division et d'autres accessoires spéciaux pour machines-outils - la fabrication de machines fixes à clouer, agrafer, coller ou assembler de toute autre manière du bois, du liège, des os, du caoutchouc dur ou des matières plastiques, etc. - la fabrication de perceuses stationnaires rotatives ou à percussion rotative, etc. - la fabrication de presses pour la fabrication de panneaux de particules, etc.",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.91Z,Fabrication de machines pour la métallurgie,28.91Y,Fabrication de machines pour la métallurgie,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.92Z,Fabrication de machines pour l'extraction ou la construction,28.30Y,Fabrication de machines agricoles et forestières,n↔n,Multiple,- la fabrication de tracteurs de pose de voies,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.92Z,Fabrication de machines pour l'extraction ou la construction,28.92Y,Fabrication de machines pour l’extraction ou la construction,1→n,Multiple,"- la fabrication d'ascenseurs et de transporteurs de marchandises et de matériaux à action continue, destinés à être utilisés sous terre - la fabrication de machines de forage, de découpage ou de fonçage pour l'excavation de la terre ou l'extraction de minéraux ou de minerais ou de coupeuses de charbon ou de roches et de machines pour le creusement de tunnels - la fabrication de machines pour le traitement des minéraux par criblage, triage, séparation, lavage, concassage, broyage, mélange ou malaxage de terre, de pierre, de minerais ou d'autres substances minérales, sous forme solide (y compris sous forme de poudre ou de pâte) - la fabrication de mélangeurs de béton et de mortier - la fabrication d'engins de terrassement : • bulldozers, bouteurs d'angle, niveleuses, décapeuses, niveleuses, pelles mécaniques, chargeuses-pelleteuses, etc. - la fabrication d'enfonceurs et d'arracheurs de pieux, d'épandeurs de mortier, d'épandeurs de bitume, de machines pour le revêtement du béton, etc. - la fabrication de machines à mélanger des substances minérales au bitume - la fabrication d’excavateurs à chenilles - la fabrication de lames de bulldozers et de bouteurs d'angle - la fabrication de camions à benne basculante tout-terrain - la fabrication de lames de déneigement et de fraises à neige",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.93Z,Fabrication de machines pour l'industrie agro-alimentaire,28.93Y,Fabrication de machines pour l’industrie agro-alimentaire,n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.94Z,Fabrication de machines pour les industries textiles,28.94Y,Fabrication de machines pour les industries textiles et du cuir,1→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.95Z,Fabrication de machines pour les industries du papier et du carton,28.95Y,Fabrication de machines pour les industries du papier et du carton,1→n,Multiple,"à l’exception de la fabrication additive par dépôt de papier ou carton, tout le contenu de la sous-classe NAF rév. 2",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.95Z,Fabrication de machines pour les industries du papier et du carton,28.97Y,Fabrication de machines de fabrication additive,n↔n,Multiple,- la fabrication additive par dépôt de papier ou carton,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.96Z,Fabrication de machines pour le travail du caoutchouc ou des plastiques,28.96Y,Fabrication de machines pour le travail du caoutchouc ou des plastiques,1→n,Multiple,"- la fabrication de machines pour le travail du caoutchouc souple ou des matières plastiques ou pour la fabrication de produits en ces matières : • extrudeuses, moulurières, machines à fabriquer ou à rechaper les pneumatiques et autres machines pour la fabrication d'un produit spécifique en caoutchouc ou en matière plastique",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.96Z,Fabrication de machines pour le travail du caoutchouc ou des plastiques,28.97Y,Fabrication de machines de fabrication additive,n↔n,Multiple,- la fabrication de machines pour la fabrication additive par dépôt de matières plastiques ou de caoutchouc,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.99A,Fabrication de machines d'imprimerie,28.99Y,Fabrication d’autres machines d’usage spécifique n.c.a.,n→1,Unique,tout le contenu de la sous-classe NAF rév. 2,https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
28.99B,Fabrication d'autres machines spécialisées,28.97Y,Fabrication de machines de fabrication additive,n↔n,Multiple,"- la fabrication de machines pour la fabrication additive par métal, plastique, caoutchouc, plâtre, ciment, dépôt céramique, carton, etc.",https://www.insee.fr/fr/information/8181066,INSEE — Table de correspondance officielle NAF rév.2 → NAF 2025 (Correspondances_NAFrev2-NAF2025.xlsx)
