version,section_code,section_label,division_code,division_label,group_code,group_label,class_code,class_label,subclass_code,subclass_label,notes_include,notes_exclude,source_url,source_reference
NAF rév.2,C,Industrie manufacturière,25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",25.5,"Forge, emboutissage, estampage ; métallurgie des poudres",25.50,"Forge, emboutissage, estampage ; métallurgie des poudres",25.50A,"Forge, estampage, matriçage ; métallurgie des poudres",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/25.50A,Insee — NAF rév.2 — sous-classe 25.50A
NAF rév.2,C,Industrie manufacturière,25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",25.5,"Forge, emboutissage, estampage ; métallurgie des poudres",25.50,"Forge, emboutissage, estampage ; métallurgie des poudres",25.50B,"Découpage, emboutissage",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/25.50B,Insee — NAF rév.2 — sous-classe 25.50B
NAF rév.2,C,Industrie manufacturière,25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",25.6,Traitement et revêtement des métaux ; usinage,25.61,Traitement et revêtement des métaux,25.61Z,Traitement et revêtement des métaux,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/25.61Z,Insee — NAF rév.2 — sous-classe 25.61Z
NAF rév.2,C,Industrie manufacturière,25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",25.6,Traitement et revêtement des métaux ; usinage,25.62,Usinage,25.62A,Décolletage,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/25.62A,Insee — NAF rév.2 — sous-classe 25.62A
NAF rév.2,C,Industrie manufacturière,25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",25.6,Traitement et revêtement des métaux ; usinage,25.62,Usinage,25.62B,Mécanique industrielle,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/25.62B,Insee — NAF rév.2 — sous-classe 25.62B
NAF rév.2,C,Industrie manufacturière,25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",25.7,"Fabrication de coutellerie, d'outillage et de quincaillerie",25.71,Fabrication de coutellerie,25.71Z,Fabrication de coutellerie,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/25.71Z,Insee — NAF rév.2 — sous-classe 25.71Z
NAF rév.2,C,Industrie manufacturière,25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",25.7,"Fabrication de coutellerie, d'outillage et de quincaillerie",25.72,Fabrication de serrures et de ferrures,25.72Z,Fabrication de serrures et de ferrures,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/25.72Z,Insee — NAF rév.2 — sous-classe 25.72Z
NAF rév.2,C,Industrie manufacturière,25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",25.7,"Fabrication de coutellerie, d'outillage et de quincaillerie",25.73,Fabrication d'outillage,25.73A,Fabrication de moules et modèles,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/25.73A,Insee — NAF rév.2 — sous-classe 25.73A
NAF rév.2,C,Industrie manufacturière,25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",25.7,"Fabrication de coutellerie, d'outillage et de quincaillerie",25.73,Fabrication d'outillage,25.73B,Fabrication d'autres outillages,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/25.73B,Insee — NAF rév.2 — sous-classe 25.73B
NAF rév.2,C,Industrie manufacturière,25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",25.9,Fabrication d'autres ouvrages en métaux,25.91,Fabrication de fûts et emballages métalliques similaires,25.91Z,Fabrication de fûts et emballages métalliques similaires,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/25.91Z,Insee — NAF rév.2 — sous-classe 25.91Z
NAF rév.2,C,Industrie manufacturière,25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",25.9,Fabrication d'autres ouvrages en métaux,25.92,Fabrication d'emballages métalliques légers,25.92Z,Fabrication d'emballages métalliques légers,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/25.92Z,Insee — NAF rév.2 — sous-classe 25.92Z
NAF rév.2,C,Industrie manufacturière,25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",25.9,Fabrication d'autres ouvrages en métaux,25.93,"Fabrication d'articles en fils métalliques, de chaînes et de ressorts",25.93Z,"Fabrication d'articles en fils métalliques, de chaînes et de ressorts",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/25.93Z,Insee — NAF rév.2 — sous-classe 25.93Z
NAF rév.2,C,Industrie manufacturière,25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",25.9,Fabrication d'autres ouvrages en métaux,25.94,Fabrication de vis et de boulons,25.94Z,Fabrication de vis et de boulons,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/25.94Z,Insee — NAF rév.2 — sous-classe 25.94Z
NAF rév.2,C,Industrie manufacturière,25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",25.9,Fabrication d'autres ouvrages en métaux,25.99,Fabrication d'autres produits métalliques n.c.a.,25.99A,Fabrication d'articles métalliques ménagers,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/25.99A,Insee — NAF rév.2 — sous-classe 25.99A
NAF rév.2,C,Industrie manufacturière,25,"Fabrication de produits métalliques, à l’exception des machines et des équipements",25.9,Fabrication d'autres ouvrages en métaux,25.99,Fabrication d'autres produits métalliques n.c.a.,25.99B,Fabrication d'autres articles métalliques,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/25.99B,Insee — NAF rév.2 — sous-classe 25.99B
NAF rév.2,C,Industrie manufacturière,26,"Fabrication de produits informatiques, électroniques et optiques",26.1,Fabrication de composants et cartes électroniques,26.11,Fabrication de composants électroniques,26.11Z,Fabrication de composants électroniques,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/26.11Z,Insee — NAF rév.2 — sous-classe 26.11Z
NAF rév.2,C,Industrie manufacturière,26,"Fabrication de produits informatiques, électroniques et optiques",26.1,Fabrication de composants et cartes électroniques,26.12,Fabrication de cartes électroniques assemblées,26.12Z,Fabrication de cartes électroniques assemblées,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/26.12Z,Insee — NAF rév.2 — sous-classe 26.12Z
NAF rév.2,C,Industrie manufacturière,26,"Fabrication de produits informatiques, électroniques et optiques",26.2,Fabrication d'ordinateurs et d'équipements périphériques,26.20,Fabrication d'ordinateurs et d'équipements périphériques,26.20Z,Fabrication d'ordinateurs et d'équipements périphériques,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/26.20Z,Insee — NAF rév.2 — sous-classe 26.20Z
NAF rév.2,C,Industrie manufacturière,26,"Fabrication de produits informatiques, électroniques et optiques",26.3,Fabrication d'équipements de communication,26.30,Fabrication d'équipements de communication,26.30Z,Fabrication d'équipements de communication,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/26.30Z,Insee — NAF rév.2 — sous-classe 26.30Z
NAF rév.2,C,Industrie manufacturière,26,"Fabrication de produits informatiques, électroniques et optiques",26.4,Fabrication de produits électroniques grand public,26.40,Fabrication de produits électroniques grand public,26.40Z,Fabrication de produits électroniques grand public,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/26.40Z,Insee — NAF rév.2 — sous-classe 26.40Z
NAF rév.2,C,Industrie manufacturière,26,"Fabrication de produits informatiques, électroniques et optiques",26.5,"Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation ; horlogerie",26.51,"Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation",26.51A,Fabrication d'équipements d'aide à la navigation,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/26.51A,Insee — NAF rév.2 — sous-classe 26.51A
NAF rév.2,C,Industrie manufacturière,26,"Fabrication de produits informatiques, électroniques et optiques",26.5,"Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation ; horlogerie",26.51,"Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation",26.51B,Fabrication d'instrumentation scientifique et technique,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/26.51B,Insee — NAF rév.2 — sous-classe 26.51B
NAF rév.2,C,Industrie manufacturière,26,"Fabrication de produits informatiques, électroniques et optiques",26.5,"Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation ; horlogerie",26.52,Horlogerie,26.52Z,Horlogerie,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/26.52Z,Insee — NAF rév.2 — sous-classe 26.52Z
NAF rév.2,C,Industrie manufacturière,26,"Fabrication de produits informatiques, électroniques et optiques",26.6,"Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques",26.60,"Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques",26.60Z,"Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/26.60Z,Insee — NAF rév.2 — sous-classe 26.60Z
NAF rév.2,C,Industrie manufacturière,26,"Fabrication de produits informatiques, électroniques et optiques",26.7,Fabrication de matériels optique et photographique,26.70,Fabrication de matériels optique et photographique,26.70Z,Fabrication de matériels optique et photographique,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/26.70Z,Insee — NAF rév.2 — sous-classe 26.70Z
NAF rév.2,C,Industrie manufacturière,26,"Fabrication de produits informatiques, électroniques et optiques",26.8,Fabrication de supports magnétiques et optiques,26.80,Fabrication de supports magnétiques et optiques,26.80Z,Fabrication de supports magnétiques et optiques,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/26.80Z,Insee — NAF rév.2 — sous-classe 26.80Z
NAF rév.2,C,Industrie manufacturière,27,Fabrication d'équipements électriques,27.1,"Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique",27.11,"Fabrication de moteurs, génératrices et transformateurs électriques",27.11Z,"Fabrication de moteurs, génératrices et transformateurs électriques",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/27.11Z,Insee — NAF rév.2 — sous-classe 27.11Z
NAF rév.2,C,Industrie manufacturière,27,Fabrication d'équipements électriques,27.1,"Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique",27.12,Fabrication de matériel de distribution et de commande électrique,27.12Z,Fabrication de matériel de distribution et de commande électrique,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/27.12Z,Insee — NAF rév.2 — sous-classe 27.12Z
NAF rév.2,C,Industrie manufacturière,27,Fabrication d'équipements électriques,27.2,Fabrication de piles et d'accumulateurs électriques,27.20,Fabrication de piles et d'accumulateurs électriques,27.20Z,Fabrication de piles et d'accumulateurs électriques,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/27.20Z,Insee — NAF rév.2 — sous-classe 27.20Z
NAF rév.2,C,Industrie manufacturière,27,Fabrication d'équipements électriques,27.3,Fabrication de fils et câbles et de matériel d'installation électrique,27.31,Fabrication de câbles de fibres optiques,27.31Z,Fabrication de câbles de fibres optiques,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/27.31Z,Insee — NAF rév.2 — sous-classe 27.31Z
NAF rév.2,C,Industrie manufacturière,27,Fabrication d'équipements électriques,27.3,Fabrication de fils et câbles et de matériel d'installation électrique,27.32,Fabrication d'autres fils et câbles électroniques ou électriques,27.32Z,Fabrication d'autres fils et câbles électroniques ou électriques,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/27.32Z,Insee — NAF rév.2 — sous-classe 27.32Z
NAF rév.2,C,Industrie manufacturière,27,Fabrication d'équipements électriques,27.3,Fabrication de fils et câbles et de matériel d'installation électrique,27.33,Fabrication de matériel d'installation électrique,27.33Z,Fabrication de matériel d'installation électrique,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/27.33Z,Insee — NAF rév.2 — sous-classe 27.33Z
NAF rév.2,C,Industrie manufacturière,27,Fabrication d'équipements électriques,27.4,Fabrication d'appareils d'éclairage électrique,27.40,Fabrication d'appareils d'éclairage électrique,27.40Z,Fabrication d'appareils d'éclairage électrique,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/27.40Z,Insee — NAF rév.2 — sous-classe 27.40Z
NAF rév.2,C,Industrie manufacturière,27,Fabrication d'équipements électriques,27.5,Fabrication d'appareils ménagers,27.51,Fabrication d'appareils électroménagers,27.51Z,Fabrication d'appareils électroménagers,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/27.51Z,Insee — NAF rév.2 — sous-classe 27.51Z
NAF rév.2,C,Industrie manufacturière,27,Fabrication d'équipements électriques,27.5,Fabrication d'appareils ménagers,27.52,Fabrication d'appareils ménagers non électriques,27.52Z,Fabrication d'appareils ménagers non électriques,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/27.52Z,Insee — NAF rév.2 — sous-classe 27.52Z
NAF rév.2,C,Industrie manufacturière,27,Fabrication d'équipements électriques,27.9,Fabrication d'autres matériels électriques,27.90,Fabrication d'autres matériels électriques,27.90Z,Fabrication d'autres matériels électriques,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/27.90Z,Insee — NAF rév.2 — sous-classe 27.90Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.1,Fabrication de machines d'usage général,28.11,"Fabrication de moteurs et turbines, à l'exception des moteurs d’avions et de véhicules",28.11Z,"Fabrication de moteurs et turbines, à l'exception des moteurs d’avions et de véhicules",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.11Z,Insee — NAF rév.2 — sous-classe 28.11Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.1,Fabrication de machines d'usage général,28.12,Fabrication d'équipements hydrauliques et pneumatiques,28.12Z,Fabrication d'équipements hydrauliques et pneumatiques,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.12Z,Insee — NAF rév.2 — sous-classe 28.12Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.1,Fabrication de machines d'usage général,28.13,Fabrication d'autres pompes et compresseurs,28.13Z,Fabrication d'autres pompes et compresseurs,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.13Z,Insee — NAF rév.2 — sous-classe 28.13Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.1,Fabrication de machines d'usage général,28.14,Fabrication d'autres articles de robinetterie,28.14Z,Fabrication d'autres articles de robinetterie,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.14Z,Insee — NAF rév.2 — sous-classe 28.14Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.1,Fabrication de machines d'usage général,28.15,Fabrication d'engrenages et d'organes mécaniques de transmission,28.15Z,Fabrication d'engrenages et d'organes mécaniques de transmission,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.15Z,Insee — NAF rév.2 — sous-classe 28.15Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.2,Fabrication d'autres machines d'usage général,28.21,Fabrication de fours et brûleurs,28.21Z,Fabrication de fours et brûleurs,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.21Z,Insee — NAF rév.2 — sous-classe 28.21Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.2,Fabrication d'autres machines d'usage général,28.22,Fabrication de matériel de levage et de manutention,28.22Z,Fabrication de matériel de levage et de manutention,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.22Z,Insee — NAF rév.2 — sous-classe 28.22Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.2,Fabrication d'autres machines d'usage général,28.23,Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques),28.23Z,Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques),,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.23Z,Insee — NAF rév.2 — sous-classe 28.23Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.2,Fabrication d'autres machines d'usage général,28.24,Fabrication d'outillage portatif à moteur incorporé,28.24Z,Fabrication d'outillage portatif à moteur incorporé,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.24Z,Insee — NAF rév.2 — sous-classe 28.24Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.2,Fabrication d'autres machines d'usage général,28.25,Fabrication d'équipements aérauliques et frigorifiques industriels,28.25Z,Fabrication d'équipements aérauliques et frigorifiques industriels,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.25Z,Insee — NAF rév.2 — sous-classe 28.25Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.2,Fabrication d'autres machines d'usage général,28.29,Fabrication de machines diverses d'usage général,28.29A,"Fabrication d'équipements d'emballage, de conditionnement et de pesage",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.29A,Insee — NAF rév.2 — sous-classe 28.29A
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.2,Fabrication d'autres machines d'usage général,28.29,Fabrication de machines diverses d'usage général,28.29B,Fabrication d'autres machines d'usage général,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.29B,Insee — NAF rév.2 — sous-classe 28.29B
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.3,Fabrication de machines agricoles et forestières,28.30,Fabrication de machines agricoles et forestières,28.30Z,Fabrication de machines agricoles et forestières,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.30Z,Insee — NAF rév.2 — sous-classe 28.30Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.4,Fabrication de machines de formage des métaux et de machines-outils,28.41,Fabrication de machines de formage des métaux,28.41Z,Fabrication de machines-outils pour le travail des métaux,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.41Z,Insee — NAF rév.2 — sous-classe 28.41Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.4,Fabrication de machines de formage des métaux et de machines-outils,28.49,Fabrication d'autres machines-outils,28.49Z,Fabrication d'autres machines-outils,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.49Z,Insee — NAF rév.2 — sous-classe 28.49Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.9,Fabrication d'autres machines d'usage spécifique,28.91,Fabrication de machines pour la métallurgie,28.91Z,Fabrication de machines pour la métallurgie,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.91Z,Insee — NAF rév.2 — sous-classe 28.91Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.9,Fabrication d'autres machines d'usage spécifique,28.92,Fabrication de machines pour l'extraction ou la construction,28.92Z,Fabrication de machines pour l'extraction ou la construction,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.92Z,Insee — NAF rév.2 — sous-classe 28.92Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.9,Fabrication d'autres machines d'usage spécifique,28.93,Fabrication de machines pour l'industrie agro-alimentaire,28.93Z,Fabrication de machines pour l'industrie agro-alimentaire,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.93Z,Insee — NAF rév.2 — sous-classe 28.93Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.9,Fabrication d'autres machines d'usage spécifique,28.94,Fabrication de machines pour les industries textiles,28.94Z,Fabrication de machines pour les industries textiles,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.94Z,Insee — NAF rév.2 — sous-classe 28.94Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.9,Fabrication d'autres machines d'usage spécifique,28.95,Fabrication de machines pour les industries du papier et du carton,28.95Z,Fabrication de machines pour les industries du papier et du carton,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.95Z,Insee — NAF rév.2 — sous-classe 28.95Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.9,Fabrication d'autres machines d'usage spécifique,28.96,Fabrication de machines pour le travail du caoutchouc ou des plastiques,28.96Z,Fabrication de machines pour le travail du caoutchouc ou des plastiques,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.96Z,Insee — NAF rév.2 — sous-classe 28.96Z
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.9,Fabrication d'autres machines d'usage spécifique,28.99,Fabrication d'autres machines d'usage spécifique n.c.a.,28.99A,Fabrication de machines d'imprimerie,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.99A,Insee — NAF rév.2 — sous-classe 28.99A
NAF rév.2,C,Industrie manufacturière,28,Fabrication de machines et équipements n.c.a.,28.9,Fabrication d'autres machines d'usage spécifique,28.99,Fabrication d'autres machines d'usage spécifique n.c.a.,28.99B,Fabrication d'autres machines spécialisées,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/28.99B,Insee — NAF rév.2 — sous-classe 28.99B
NAF rév.2,C,Industrie manufacturière,29,Industrie automobile,29.1,Construction de véhicules automobiles,29.10,Construction de véhicules automobiles,29.10Z,Construction de véhicules automobiles,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/29.10Z,Insee — NAF rév.2 — sous-classe 29.10Z
NAF rév.2,C,Industrie manufacturière,29,Industrie automobile,29.2,Fabrication de carrosseries et remorques,29.20,Fabrication de carrosseries et remorques,29.20Z,Fabrication de carrosseries et remorques,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/29.20Z,Insee — NAF rév.2 — sous-classe 29.20Z
NAF rév.2,C,Industrie manufacturière,29,Industrie automobile,29.3,Fabrication d'équipements automobiles,29.31,Fabrication d'équipements électriques et électroniques automobiles,29.31Z,Fabrication d'équipements électriques et électroniques automobiles,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/29.31Z,Insee — NAF rév.2 — sous-classe 29.31Z
NAF rév.2,C,Industrie manufacturière,29,Industrie automobile,29.3,Fabrication d'équipements automobiles,29.32,Fabrication d'autres équipements automobiles,29.32Z,Fabrication d'autres équipements automobiles,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/29.32Z,Insee — NAF rév.2 — sous-classe 29.32Z
NAF rév.2,C,Industrie manufacturière,30,Fabrication d'autres matériels de transport,30.1,Construction navale,30.11,Construction de navires et de structures flottantes,30.11Z,Construction de navires et de structures flottantes,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/30.11Z,Insee — NAF rév.2 — sous-classe 30.11Z
NAF rév.2,C,Industrie manufacturière,30,Fabrication d'autres matériels de transport,30.1,Construction navale,30.12,Construction de bateaux de plaisance,30.12Z,Construction de bateaux de plaisance,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/30.12Z,Insee — NAF rév.2 — sous-classe 30.12Z
NAF rév.2,C,Industrie manufacturière,30,Fabrication d'autres matériels de transport,30.2,Construction de locomotives et d'autre matériel ferroviaire roulant,30.20,Construction de locomotives et d'autre matériel ferroviaire roulant,30.20Z,Construction de locomotives et d'autre matériel ferroviaire roulant,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/30.20Z,Insee — NAF rév.2 — sous-classe 30.20Z
NAF rév.2,C,Industrie manufacturière,30,Fabrication d'autres matériels de transport,30.3,Construction aéronautique et spatiale,30.30,Construction aéronautique et spatiale,30.30Z,Construction aéronautique et spatiale,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/30.30Z,Insee — NAF rév.2 — sous-classe 30.30Z
NAF rév.2,C,Industrie manufacturière,30,Fabrication d'autres matériels de transport,30.4,Construction de véhicules militaires de combat,30.40,Construction de véhicules militaires de combat,30.40Z,Construction de véhicules militaires de combat,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/30.40Z,Insee — NAF rév.2 — sous-classe 30.40Z
NAF rév.2,C,Industrie manufacturière,30,Fabrication d'autres matériels de transport,30.9,Fabrication de matériels de transport n.c.a.,30.91,Fabrication de motocycles,30.91Z,Fabrication de motocycles,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/30.91Z,Insee — NAF rév.2 — sous-classe 30.91Z
NAF rév.2,C,Industrie manufacturière,30,Fabrication d'autres matériels de transport,30.9,Fabrication de matériels de transport n.c.a.,30.92,Fabrication de bicyclettes et de véhicules pour invalides,30.92Z,Fabrication de bicyclettes et de véhicules pour invalides,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/30.92Z,Insee — NAF rév.2 — sous-classe 30.92Z
NAF rév.2,C,Industrie manufacturière,30,Fabrication d'autres matériels de transport,30.9,Fabrication de matériels de transport n.c.a.,30.99,Fabrication d’autres équipements de transport n.c.a.,30.99Z,Fabrication d’autres équipements de transport n.c.a.,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/30.99Z,Insee — NAF rév.2 — sous-classe 30.99Z
NAF rév.2,C,Industrie manufacturière,31,Fabrication de meubles,31.0,Fabrication de meubles,31.01,Fabrication de meubles de bureau et de magasin,31.01Z,Fabrication de meubles de bureau et de magasin,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/31.01Z,Insee — NAF rév.2 — sous-classe 31.01Z
NAF rév.2,C,Industrie manufacturière,31,Fabrication de meubles,31.0,Fabrication de meubles,31.02,Fabrication de meubles de cuisine,31.02Z,Fabrication de meubles de cuisine,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/31.02Z,Insee — NAF rév.2 — sous-classe 31.02Z
NAF rév.2,C,Industrie manufacturière,31,Fabrication de meubles,31.0,Fabrication de meubles,31.03,Fabrication de matelas,31.03Z,Fabrication de matelas,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/31.03Z,Insee — NAF rév.2 — sous-classe 31.03Z
NAF rév.2,C,Industrie manufacturière,31,Fabrication de meubles,31.0,Fabrication de meubles,31.09,Fabrication d'autres meubles,31.09A,Fabrication de sièges d'ameublement d'intérieur,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/31.09A,Insee — NAF rév.2 — sous-classe 31.09A
NAF rév.2,C,Industrie manufacturière,31,Fabrication de meubles,31.0,Fabrication de meubles,31.09,Fabrication d'autres meubles,31.09B,Fabrication d’autres meubles et industries connexes de l’ameublement,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/31.09B,Insee — NAF rév.2 — sous-classe 31.09B
NAF rév.2,C,Industrie manufacturière,32,Autres industries manufacturières,32.1,"Fabrication d’articles de joaillerie, bijouterie et articles similaires",32.11,Frappe de monnaie,32.11Z,Frappe de monnaie,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/32.11Z,Insee — NAF rév.2 — sous-classe 32.11Z
NAF rév.2,C,Industrie manufacturière,32,Autres industries manufacturières,32.1,"Fabrication d’articles de joaillerie, bijouterie et articles similaires",32.12,Fabrication d’articles de joaillerie et bijouterie,32.12Z,Fabrication d’articles de joaillerie et bijouterie,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/32.12Z,Insee — NAF rév.2 — sous-classe 32.12Z
NAF rév.2,C,Industrie manufacturière,32,Autres industries manufacturières,32.1,"Fabrication d’articles de joaillerie, bijouterie et articles similaires",32.13,Fabrication d’articles de bijouterie fantaisie et articles similaires,32.13Z,Fabrication d’articles de bijouterie fantaisie et articles similaires,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/32.13Z,Insee — NAF rév.2 — sous-classe 32.13Z
