version,section_code,section_label,division_code,division_label,group_code,group_label,class_code,class_label,subclass_code,subclass_label,notes_include,notes_exclude,source_url,source_reference
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.1,Cultures non permanentes,01.11,"Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses",01.11Z,"Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.11Z,Insee — NAF rév.2 — sous-classe 01.11Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.1,Cultures non permanentes,01.12,Culture du riz,01.12Z,Culture du riz,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.12Z,Insee — NAF rév.2 — sous-classe 01.12Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.1,Cultures non permanentes,01.13,"Culture de légumes, de melons, de racines et de tubercules",01.13Z,"Culture de légumes, de melons, de racines et de tubercules",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.13Z,Insee — NAF rév.2 — sous-classe 01.13Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.1,Cultures non permanentes,01.14,Culture de la canne à sucre,01.14Z,Culture de la canne à sucre,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.14Z,Insee — NAF rév.2 — sous-classe 01.14Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.1,Cultures non permanentes,01.15,Culture du tabac,01.15Z,Culture du tabac,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.15Z,Insee — NAF rév.2 — sous-classe 01.15Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.1,Cultures non permanentes,01.16,Culture de plantes à fibres,01.16Z,Culture de plantes à fibres,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.16Z,Insee — NAF rév.2 — sous-classe 01.16Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.1,Cultures non permanentes,01.19,Autres cultures non permanentes,01.19Z,Autres cultures non permanentes,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.19Z,Insee — NAF rév.2 — sous-classe 01.19Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.2,Cultures permanentes,01.21,Culture de la vigne,01.21Z,Culture de la vigne,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.21Z,Insee — NAF rév.2 — sous-classe 01.21Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.2,Cultures permanentes,01.22,Culture de fruits tropicaux et subtropicaux,01.22Z,Culture de fruits tropicaux et subtropicaux,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.22Z,Insee — NAF rév.2 — sous-classe 01.22Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.2,Cultures permanentes,01.23,Culture d'agrumes,01.23Z,Culture d'agrumes,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.23Z,Insee — NAF rév.2 — sous-classe 01.23Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.2,Cultures permanentes,01.24,Culture de fruits à pépins et à noyau,01.24Z,Culture de fruits à pépins et à noyau,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.24Z,Insee — NAF rév.2 — sous-classe 01.24Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.2,Cultures permanentes,01.25,Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque,01.25Z,Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.25Z,Insee — NAF rév.2 — sous-classe 01.25Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.2,Cultures permanentes,01.26,Culture de fruits oléagineux,01.26Z,Culture de fruits oléagineux,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.26Z,Insee — NAF rév.2 — sous-classe 01.26Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.2,Cultures permanentes,01.27,Culture de plantes à boissons,01.27Z,Culture de plantes à boissons,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.27Z,Insee — NAF rév.2 — sous-classe 01.27Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.2,Cultures permanentes,01.28,"Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques",01.28Z,"Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.28Z,Insee — NAF rév.2 — sous-classe 01.28Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.2,Cultures permanentes,01.29,Autres cultures permanentes,01.29Z,Autres cultures permanentes,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.29Z,Insee — NAF rév.2 — sous-classe 01.29Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.3,Reproduction de plantes,01.30,Reproduction de plantes,01.30Z,Reproduction de plantes,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.30Z,Insee — NAF rév.2 — sous-classe 01.30Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.41,Élevage de vaches laitières,01.41Z,Élevage de vaches laitières,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.41Z,Insee — NAF rév.2 — sous-classe 01.41Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.42,Élevage d'autres bovins et de buffles,01.42Z,Élevage d'autres bovins et de buffles,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.42Z,Insee — NAF rév.2 — sous-classe 01.42Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.43,Élevage de chevaux et d'autres équidés,01.43Z,Élevage de chevaux et d'autres équidés,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.43Z,Insee — NAF rév.2 — sous-classe 01.43Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.44,Élevage de chameaux et d'autres camélidés,01.44Z,Élevage de chameaux et d'autres camélidés,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.44Z,Insee — NAF rév.2 — sous-classe 01.44Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.45,Élevage d'ovins et de caprins,01.45Z,Élevage d'ovins et de caprins,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.45Z,Insee — NAF rév.2 — sous-classe 01.45Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.46,Élevage de porcins,01.46Z,Élevage de porcins,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.46Z,Insee — NAF rév.2 — sous-classe 01.46Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.47,Élevage de volailles,01.47Z,Élevage de volailles,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.47Z,Insee — NAF rév.2 — sous-classe 01.47Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.4,Production animale,01.49,Élevage d'autres animaux,01.49Z,Élevage d'autres animaux,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.49Z,Insee — NAF rév.2 — sous-classe 01.49Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.5,Culture et élevage associés,01.50,Culture et élevage associés,01.50Z,Culture et élevage associés,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.50Z,Insee — NAF rév.2 — sous-classe 01.50Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.6,Activités de soutien à l'agriculture et traitement primaire des récoltes,01.61,Activités de soutien aux cultures,01.61Z,Activités de soutien aux cultures,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.61Z,Insee — NAF rév.2 — sous-classe 01.61Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.6,Activités de soutien à l'agriculture et traitement primaire des récoltes,01.62,Activités de soutien à la production animale,01.62Z,Activités de soutien à la production animale,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.62Z,Insee — NAF rév.2 — sous-classe 01.62Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.6,Activités de soutien à l'agriculture et traitement primaire des récoltes,01.63,Traitement primaire des récoltes,01.63Z,Traitement primaire des récoltes,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.63Z,Insee — NAF rév.2 — sous-classe 01.63Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.6,Activités de soutien à l'agriculture et traitement primaire des récoltes,01.64,Traitement des semences,01.64Z,Traitement des semences,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.64Z,Insee — NAF rév.2 — sous-classe 01.64Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",01,"Culture et production animale, chasse et services annexes",01.7,"Chasse, piégeage et services annexes",01.70,"Chasse, piégeage et services annexes",01.70Z,"Chasse, piégeage et services annexes",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/01.70Z,Insee — NAF rév.2 — sous-classe 01.70Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",02,Sylviculture et exploitation forestière,02.1,Sylviculture et autres activités forestières,02.10,Sylviculture et autres activités forestières,02.10Z,Sylviculture et autres activités forestières,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/02.10Z,Insee — NAF rév.2 — sous-classe 02.10Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",02,Sylviculture et exploitation forestière,02.2,Exploitation forestière,02.20,Exploitation forestière,02.20Z,Exploitation forestière,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/02.20Z,Insee — NAF rév.2 — sous-classe 02.20Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",02,Sylviculture et exploitation forestière,02.3,Récolte de produits forestiers non ligneux poussant à l'état sauvage,02.30,Récolte de produits forestiers non ligneux poussant à l'état sauvage,02.30Z,Récolte de produits forestiers non ligneux poussant à l'état sauvage,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/02.30Z,Insee — NAF rév.2 — sous-classe 02.30Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",02,Sylviculture et exploitation forestière,02.4,Services de soutien à l'exploitation forestière,02.40,Services de soutien à l'exploitation forestière,02.40Z,Services de soutien à l'exploitation forestière,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/02.40Z,Insee — NAF rév.2 — sous-classe 02.40Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",03,Pêche et aquaculture,03.1,Pêche,03.11,Pêche en mer,03.11Z,Pêche en mer,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/03.11Z,Insee — NAF rév.2 — sous-classe 03.11Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",03,Pêche et aquaculture,03.1,Pêche,03.12,Pêche en eau douce,03.12Z,Pêche en eau douce,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/03.12Z,Insee — NAF rév.2 — sous-classe 03.12Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",03,Pêche et aquaculture,03.2,Aquaculture,03.21,Aquaculture en mer,03.21Z,Aquaculture en mer,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/03.21Z,Insee — NAF rév.2 — sous-classe 03.21Z
NAF rév.2,A,"Agriculture, sylviculture et pêche",03,Pêche et aquaculture,03.2,Aquaculture,03.22,Aquaculture en eau douce,03.22Z,Aquaculture en eau douce,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/03.22Z,Insee — NAF rév.2 — sous-classe 03.22Z
NAF rév.2,B,Industries extractives,05,Extraction de houille et de lignite,05.1,Extraction de houille,05.10,Extraction de houille,05.10Z,Extraction de houille,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/05.10Z,Insee — NAF rév.2 — sous-classe 05.10Z
NAF rév.2,B,Industries extractives,05,Extraction de houille et de lignite,05.2,Extraction de lignite,05.20,Extraction de lignite,05.20Z,Extraction de lignite,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/05.20Z,Insee — NAF rév.2 — sous-classe 05.20Z
NAF rév.2,B,Industries extractives,06,Extraction d'hydrocarbures,06.1,Extraction de pétrole brut,06.10,Extraction de pétrole brut,06.10Z,Extraction de pétrole brut,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/06.10Z,Insee — NAF rév.2 — sous-classe 06.10Z
NAF rév.2,B,Industries extractives,06,Extraction d'hydrocarbures,06.2,Extraction de gaz naturel,06.20,Extraction de gaz naturel,06.20Z,Extraction de gaz naturel,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/06.20Z,Insee — NAF rév.2 — sous-classe 06.20Z
NAF rév.2,B,Industries extractives,07,Extraction de minerais métalliques,07.1,Extraction de minerais de fer,07.10,Extraction de minerais de fer,07.10Z,Extraction de minerais de fer,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/07.10Z,Insee — NAF rév.2 — sous-classe 07.10Z
NAF rév.2,B,Industries extractives,07,Extraction de minerais métalliques,07.2,Extraction de minerais de métaux non ferreux,07.21,Extraction de minerais d'uranium et de thorium,07.21Z,Extraction de minerais d'uranium et de thorium,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/07.21Z,Insee — NAF rév.2 — sous-classe 07.21Z
NAF rév.2,B,Industries extractives,07,Extraction de minerais métalliques,07.2,Extraction de minerais de métaux non ferreux,07.29,Extraction d'autres minerais de métaux non ferreux,07.29Z,Extraction d'autres minerais de métaux non ferreux,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/07.29Z,Insee — NAF rév.2 — sous-classe 07.29Z
NAF rév.2,B,Industries extractives,08,Autres industries extractives,08.1,"Extraction de pierres, de sables et d'argiles",08.11,"Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise",08.11Z,"Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/08.11Z,Insee — NAF rév.2 — sous-classe 08.11Z
NAF rév.2,B,Industries extractives,08,Autres industries extractives,08.1,"Extraction de pierres, de sables et d'argiles",08.12,"Exploitation de gravières et sablières, extraction d’argiles et de kaolin",08.12Z,"Exploitation de gravières et sablières, extraction d’argiles et de kaolin",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/08.12Z,Insee — NAF rév.2 — sous-classe 08.12Z
NAF rév.2,B,Industries extractives,08,Autres industries extractives,08.9,Activités extractives n.c.a.,08.91,Extraction des minéraux chimiques et d'engrais minéraux,08.91Z,Extraction des minéraux chimiques et d'engrais minéraux,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/08.91Z,Insee — NAF rév.2 — sous-classe 08.91Z
NAF rév.2,B,Industries extractives,08,Autres industries extractives,08.9,Activités extractives n.c.a.,08.92,Extraction de tourbe,08.92Z,Extraction de tourbe,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/08.92Z,Insee — NAF rév.2 — sous-classe 08.92Z
NAF rév.2,B,Industries extractives,08,Autres industries extractives,08.9,Activités extractives n.c.a.,08.93,Production de sel,08.93Z,Production de sel,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/08.93Z,Insee — NAF rév.2 — sous-classe 08.93Z
NAF rév.2,B,Industries extractives,08,Autres industries extractives,08.9,Activités extractives n.c.a.,08.99,Autres activités extractives n.c.a.,08.99Z,Autres activités extractives n.c.a.,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/08.99Z,Insee — NAF rév.2 — sous-classe 08.99Z
NAF rév.2,B,Industries extractives,09,Services de soutien aux industries extractives,09.1,Activités de soutien à l'extraction d'hydrocarbures,09.10,Activités de soutien à l'extraction d'hydrocarbures,09.10Z,Activités de soutien à l'extraction d'hydrocarbures,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/09.10Z,Insee — NAF rév.2 — sous-classe 09.10Z
NAF rév.2,B,Industries extractives,09,Services de soutien aux industries extractives,09.9,Activités de soutien aux autres industries extractives,09.90,Activités de soutien aux autres industries extractives,09.90Z,Activités de soutien aux autres industries extractives,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/09.90Z,Insee — NAF rév.2 — sous-classe 09.90Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.1,Transformation et conservation de la viande et préparation de produits à base de viande,10.11,Transformation et conservation de la viande de boucherie,10.11Z,Transformation et conservation de la viande de boucherie,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.11Z,Insee — NAF rév.2 — sous-classe 10.11Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.1,Transformation et conservation de la viande et préparation de produits à base de viande,10.12,Transformation et conservation de la viande de volaille,10.12Z,Transformation et conservation de la viande de volaille,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.12Z,Insee — NAF rév.2 — sous-classe 10.12Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.1,Transformation et conservation de la viande et préparation de produits à base de viande,10.13,Préparation de produits à base de viande,10.13A,Préparation industrielle de produits à base de viande,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.13A,Insee — NAF rév.2 — sous-classe 10.13A
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.1,Transformation et conservation de la viande et préparation de produits à base de viande,10.13,Préparation de produits à base de viande,10.13B,Charcuterie,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.13B,Insee — NAF rév.2 — sous-classe 10.13B
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.2,"Transformation et conservation de poisson, de crustacés et de mollusques",10.20,"Transformation et conservation de poisson, de crustacés et de mollusques",10.20Z,"Transformation et conservation de poisson, de crustacés et de mollusques",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.20Z,Insee — NAF rév.2 — sous-classe 10.20Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.3,Transformation et conservation de fruits et légumes,10.31,Transformation et conservation de pommes de terre,10.31Z,Transformation et conservation de pommes de terre,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.31Z,Insee — NAF rév.2 — sous-classe 10.31Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.3,Transformation et conservation de fruits et légumes,10.32,Préparation de jus de fruits et légumes,10.32Z,Préparation de jus de fruits et légumes,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.32Z,Insee — NAF rév.2 — sous-classe 10.32Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.3,Transformation et conservation de fruits et légumes,10.39,Autre transformation et conservation de fruits et légumes,10.39A,Autre transformation et conservation de légumes,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.39A,Insee — NAF rév.2 — sous-classe 10.39A
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.3,Transformation et conservation de fruits et légumes,10.39,Autre transformation et conservation de fruits et légumes,10.39B,Transformation et conservation de fruits,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.39B,Insee — NAF rév.2 — sous-classe 10.39B
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.4,Fabrication d’huiles et graisses végétales et animales,10.41,Fabrication d'huiles et graisses,10.41A,Fabrication d'huiles et graisses brutes,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.41A,Insee — NAF rév.2 — sous-classe 10.41A
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.4,Fabrication d’huiles et graisses végétales et animales,10.41,Fabrication d'huiles et graisses,10.41B,Fabrication d'huiles et graisses raffinées,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.41B,Insee — NAF rév.2 — sous-classe 10.41B
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.4,Fabrication d’huiles et graisses végétales et animales,10.42,Fabrication de margarine et graisses comestibles similaires,10.42Z,Fabrication de margarine et graisses comestibles similaires,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.42Z,Insee — NAF rév.2 — sous-classe 10.42Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.5,Fabrication de produits laitiers,10.51,Exploitation de laiteries et fabrication de fromage,10.51A,Fabrication de lait liquide et de produits frais,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.51A,Insee — NAF rév.2 — sous-classe 10.51A
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.5,Fabrication de produits laitiers,10.51,Exploitation de laiteries et fabrication de fromage,10.51B,Fabrication de beurre,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.51B,Insee — NAF rév.2 — sous-classe 10.51B
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.5,Fabrication de produits laitiers,10.51,Exploitation de laiteries et fabrication de fromage,10.51C,Fabrication de fromage,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.51C,Insee — NAF rév.2 — sous-classe 10.51C
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.5,Fabrication de produits laitiers,10.51,Exploitation de laiteries et fabrication de fromage,10.51D,Fabrication d'autres produits laitiers,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.51D,Insee — NAF rév.2 — sous-classe 10.51D
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.5,Fabrication de produits laitiers,10.52,Fabrication de glaces et sorbets,10.52Z,Fabrication de glaces et sorbets,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.52Z,Insee — NAF rév.2 — sous-classe 10.52Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.6,Travail des grains ; fabrication de produits amylacés,10.61,Travail des grains,10.61A,Meunerie,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.61A,Insee — NAF rév.2 — sous-classe 10.61A
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.6,Travail des grains ; fabrication de produits amylacés,10.61,Travail des grains,10.61B,Autres activités du travail des grains,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.61B,Insee — NAF rév.2 — sous-classe 10.61B
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.6,Travail des grains ; fabrication de produits amylacés,10.62,Fabrication de produits amylacés,10.62Z,Fabrication de produits amylacés,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.62Z,Insee — NAF rév.2 — sous-classe 10.62Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.7,Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires,10.71,Fabrication de pain et de pâtisserie fraîche,10.71A,Fabrication industrielle de pain et de pâtisserie fraîche,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.71A,Insee — NAF rév.2 — sous-classe 10.71A
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.7,Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires,10.71,Fabrication de pain et de pâtisserie fraîche,10.71B,Cuisson de produits de boulangerie,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.71B,Insee — NAF rév.2 — sous-classe 10.71B
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.7,Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires,10.71,Fabrication de pain et de pâtisserie fraîche,10.71C,Boulangerie et boulangerie-pâtisserie,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.71C,Insee — NAF rév.2 — sous-classe 10.71C
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.7,Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires,10.71,Fabrication de pain et de pâtisserie fraîche,10.71D,Pâtisserie,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.71D,Insee — NAF rév.2 — sous-classe 10.71D
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.7,Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires,10.72,"Fabrication de biscuits, biscottes et pâtisseries de conservation",10.72Z,"Fabrication de biscuits, biscottes et pâtisseries de conservation",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.72Z,Insee — NAF rév.2 — sous-classe 10.72Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.7,Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires,10.73,Fabrication de pâtes alimentaires,10.73Z,Fabrication de pâtes alimentaires,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.73Z,Insee — NAF rév.2 — sous-classe 10.73Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.8,Fabrication d'autres produits alimentaires,10.81,Fabrication de sucre,10.81Z,Fabrication de sucre,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.81Z,Insee — NAF rév.2 — sous-classe 10.81Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.8,Fabrication d'autres produits alimentaires,10.82,"Fabrication de cacao, chocolat et de produits de confiserie",10.82Z,"Fabrication de cacao, chocolat et de produits de confiserie",,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.82Z,Insee — NAF rév.2 — sous-classe 10.82Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.8,Fabrication d'autres produits alimentaires,10.83,Transformation du thé et du café,10.83Z,Transformation du thé et du café,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.83Z,Insee — NAF rév.2 — sous-classe 10.83Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.8,Fabrication d'autres produits alimentaires,10.84,Fabrication de condiments et assaisonnements,10.84Z,Fabrication de condiments et assaisonnements,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.84Z,Insee — NAF rév.2 — sous-classe 10.84Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.8,Fabrication d'autres produits alimentaires,10.85,Fabrication de plats préparés,10.85Z,Fabrication de plats préparés,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.85Z,Insee — NAF rév.2 — sous-classe 10.85Z
NAF rév.2,C,Industrie manufacturière,10,Industries alimentaires,10.8,Fabrication d'autres produits alimentaires,10.86,Fabrication d'aliments homogénéisés et diététiques,10.86Z,Fabrication d'aliments homogénéisés et diététiques,,,https://www.insee.fr/fr/metadonnees/nafr2/sousClasse/10.86Z,Insee — NAF rév.2 — sous-classe 10.86Z
